Subject,Label,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,Pupil,Pupil,Pupil,Pupil,Pupil,Pupil,Pupil,HR,RT
Experiment 814 Participant 1,0,-0.7467494965,-0.0872496635,-0.802666554,-0.3774746813,-0.7885252994,-0.5063083156,-0.3961431915,-0.4151361553,-0.5076021493,0.1992707153,0.074635643,-0.7032583793,-0.4010819494,0.8731065507,1.1018880353,-0.6908147954,-0.8753218551,1.4738074772,1.2285086973,1.2460882596,-0.0975783433,0.11651803,0.1829686969,-0.2956168512,-1.0083259182,-2.3625164605,-1.6281004159,-0.4775695515,0.02083116,0.4056252262,0.4655894604,-0.2949194954,-0.3107836581,0.4616812406,-0.6073153306,-1.5106606288,-2.5240994708,1.2508854906,1.672162477,-0.4599463779,-0.5935362504,0.1056775815,1.4112920075,1.7927228901,2.7457763048,1.2442334002,0.3582271818,0.0615433889,-0.7769183875,-0.4774748807,-0.2723861426,0.3353981652,0.8267508375,0.5630119982,-0.9272185799,0.1759974413,-0.3410648429,0.4616812406,0.6537743408,-3.8984594239,-1.8007805478,-1.7890190619,-0.6855187101,0.0879895214,-0.4601015654,1.9226809909,-0.8608962331
Experiment 814 Participant 1,0,0.7282815126,1.5736924146,-0.0159909064,-0.4558771376,-0.3960982046,0.7071200237,0.3143986265,0.0534305313,-0.4078461933,1.1234325672,0.5680397294,0.0940287057,-0.8170080314,-0.5223375925,-0.8525040354,-1.0260445617,-1.4757538755,0.4208485952,0.4204048883,1.1352504006,-0.3840665375,0.9871164329,1.6232361026,0.0869423013,-0.6675553146,-1.2606000951,-0.5127970684,0.5777022556,-0.8051632154,1.3014285247,0.5661535637,-0.0973076829,0.6434704895,1.191748754,0.6743481763,0.54261734,0.1834391224,0.7322063839,-0.5149225007,-2.4430859222,-1.0478261638,-0.143962373,-3.5477227341,-2.4016848682,-2.3341358235,-0.4931554583,-0.5436531447,-1.8053188205,-0.5649352954,-0.3358816534,-1.4188032428,-2.250047903,-2.7002126742,1.1503862993,1.1494397595,0.9075530997,-0.9226820168,1.191748754,-0.1832106497,0.4824925472,0.3368110441,0.2979864782,0.0891008293,-0.5158292372,-0.5208226749,-0.9286313383,-0.3455608597
Experiment 814 Participant 1,0,0.9347846666,-1.0207062524,-0.4308397822,-1.2908698521,0.2934079183,-1.1589638749,-0.783349269,-0.8723508931,-0.6771673411,0.4232370291,-0.3370355965,0.2848276081,0.1954631469,0.6270695991,-0.4225209251,-1.4488698989,0.1322344567,0.4731706976,0.2240533433,-0.4617823323,0.0493289041,0.4805344931,-0.1531640582,-0.501800489,-0.6497267843,-1.7356776503,-0.7020890801,0.558540675,-0.5961166133,0.4452997709,0.1580722714,-1.2440893063,-3.1452834582,0.4616812406,-0.2588361914,0.175740351,0.0309463338,-1.228188346,-0.1571699178,1.0152069643,1.0572092583,-0.2866990634,-0.367927691,0.3436291161,-0.5369524275,0.4167972018,1.3657390227,0.4467509547,-0.0304734771,0.7074904869,1.3014466995,0.5973527238,1.6596699821,1.2807941789,-1.2956217904,-0.7164722783,-1.4840640387,0.4616812406,0.0954083425,-0.4106194852,-0.5499850533,-0.4047072054,-0.3663270555,-0.0428246845,-0.3653845935,-1.0720695267,-1.3799335712
Experiment 814 Participant 1,0,-0.4182630914,-1.7883643255,-1.5725157488,-0.9648263021,-1.5058441393,0.352987603,1.5021369796,-0.3785131434,0.8066209977,1.5723124812,-0.4692252426,0.0361725705,0.1935178808,-0.2671103179,-0.6408580114,-0.7887728602,0.0548653178,1.1872335437,0.4930859794,-1.6522181313,-1.0501559784,0.6725273956,0.1951728459,0.1553323245,0.7508336201,-1.7752623508,-2.082488239,-0.9386241872,-0.1138656266,1.1721350651,0.1186549768,-0.7177200707,-2.4021390875,1.191748754,1.3242699511,0.8521910249,-0.1778447917,0.1198962995,-0.385895737,0.822216338,-0.5354217951,-0.7287143908,-1.1284662116,-0.8987502401,-1.1951203085,-1.2516873558,-1.1231558415,-1.11639766,-0.117517962,-0.2260544193,-0.2370993856,-1.2911704043,-0.8360920494,0.8371550067,-2.490507087,-0.6460840105,-1.9474017849,1.191748754,0.3115113099,-1.0032248498,-0.9361309373,-0.5084330841,-0.852191129,-1.0090551898,-0.4319191067,1.3003862367,-0.1834785956
Experiment 814 Participant 1,0,0.1426082195,0.5450537881,-0.6885971985,-0.2637132399,-1.2175193709,-0.6798219243,-1.5272116118,-0.7907393624,2.0698584919,1.6158039502,1.004269812,-0.2568811923,0.4626671768,0.9849277061,1.4365528186,0.1977473991,-0.9080387839,-0.1475049761,-1.3610983582,0.685039772,-2.1904794785,0.6616549188,1.089463925,0.6223929039,0.4345779024,0.7262009038,0.7726885384,-0.9240254082,0.868200838,1.1721350651,0.3879035425,-0.4386551282,-0.5983395603,1.191748754,0.5770778736,0.5828025218,0.4663627856,-0.1499843799,-0.44942392,0.011806883,-0.9744538879,-0.0280899904,-0.1308671021,-1.6237795311,0.0494322282,-0.7073700022,-0.2431831213,-0.6599622242,-0.8860054345,-0.0572897077,1.060874529,-0.2290951991,-0.4141130396,0.8625436306,-1.7331231664,-0.8637869477,-1.1647879713,1.191748754,0.4301176601,0.0685062913,0.1836673461,0.4833983453,0.2939993353,0.3286740974,0.3545825984,1.4415830711,-0.3649745128
Experiment 814 Participant 1,0,0.1209990716,1.4751358498,-0.0988884721,-0.5539041089,-0.4050253979,-0.8633253732,-0.3490122708,-0.6978478849,0.3341250374,0.4232370291,-0.6359185925,0.3573478475,-1.2618898351,-0.787169692,-0.7404428355,-1.0418437333,-1.3224526577,-0.1461090771,-1.6191347129,-0.7969743071,-0.1115244232,0.2176022963,-0.7760698817,-0.4546892948,-0.0502368236,-0.6277505466,-0.3824526778,0.4263971031,-0.3836957861,0.4452997709,0.052890466,-1.423704133,-0.9466969922,0.4616812406,0.2469388488,0.8880403082,0.9161842936,0.2870532666,0.1469901574,-0.9470963846,-1.003998092,-0.3600121508,-0.6636936621,-0.387744622,0.2124655446,-1.2439952103,-0.0199261507,0.40718388,0.3043706564,0.4869086167,0.3312736499,0.1681154375,-0.5907870587,-0.1487194263,0.0648910968,0.1864666772,0.4656552786,0.4616812406,2.0301062211,1.2978421454,1.6718815113,1.3246635408,-0.0520232551,0.1332979634,0.9400875743,1.6566690645,0.4815091604
Experiment 814 Participant 1,0,0.2481223846,-0.1408713604,2.3492225821,1.4405077071,-0.6143092412,0.6623826162,0.1502756724,-0.294593382,-0.0635231887,1.1234325672,1.317494866,1.6113593466,0.0720117837,0.1467553707,1.6844978616,0.9026547888,-0.1783494798,1.1312517399,-0.1260235805,-0.2858584172,0.6452520119,0.8772093149,0.1379306844,-0.6978130256,0.4548937542,-0.7435657742,-0.2413947485,0.4970061411,0.0570792437,1.2250461874,0.5956596415,-0.6384076545,0.44464355,1.191748754,0.523451615,0.5919033097,0.2919335402,-0.5910943222,0.9841515768,0.0260534083,1.0169713605,0.1632968687,-0.8619405438,-1.6376343915,0.799603119,0.9181520677,-0.0428560858,-2.5074096058,0.2039071673,0.4963916793,-0.6329281716,-0.1943526549,-0.8315171674,0.8815452992,-0.9307752322,-1.932705155,-1.0712472926,1.191748754,0.11827161,1.5427531612,2.802197868,2.5826643927,2.6838335866,2.4190683288,2.3148480414,0.5550957347,-0.4565839101
Experiment 814 Participant 1,0,0.5910174812,-0.6529671774,-0.9542893367,0.4250576844,0.1480327299,0.122948098,1.8783731672,0.0443488397,0.2766637848,0.7263663384,-0.3177574293,-1.1322649383,-1.02030707,-1.2782929011,-2.1455334844,0.10769258,0.5306210382,1.4208761298,-0.077075531,-2.5646528286,0.5470765838,0.8143971499,-0.35746239,-1.5768941575,-0.8459279496,-0.2199570863,1.1459170266,-0.0807098916,0.0953615679,1.1721350651,0.9470989164,0.3808239978,0.5959573103,1.191748754,0.312747967,0.3754976338,0.1470133443,-0.3581446656,0.6883067253,-0.2920089016,1.3803695824,-0.5083434946,-0.7257295912,-1.280211284,-0.9766749151,0.9058161275,-0.1801741652,-0.4373250161,0.859824525,0.8091818265,-0.2000570628,0.2203417042,-2.5362448754,1.1525637409,0.6589365195,-0.3720452591,-0.5068973148,1.191748754,-0.2473235549,0.2030692193,0.419833657,0.6014786971,0.4132659945,-0.0062734372,-0.8256340741,1.1051488899,-0.4811887617
Experiment 814 Participant 1,0,0.1231431604,0.3969549175,0.3532385069,0.1442199813,-0.0196990375,-0.5888104822,1.9619324347,1.8011353375,1.8813655536,1.1234325672,0.3647317662,0.1206747882,-1.0111562646,-0.2150859686,-1.3899696307,-0.8367880174,-0.2899693943,0.803236801,-0.8590570892,0.4862709208,-0.0561572306,0.8119761435,-0.2863788388,-0.3732240763,0.9984284859,-1.4202931483,-1.019424302,-0.7760630378,-0.2804915991,1.0789244852,1.1938950923,0.5363773248,-1.2709757756,1.191748754,0.6510965427,0.4997971714,-0.0998130031,0.127410034,-0.883570687,-1.6030099605,-1.4486240492,-0.5509026786,-0.576153079,-0.5656201052,-0.5462601633,-2.1192471785,-0.3098067052,-1.1144184044,-2.6865045882,-2.2799893439,-0.1702905736,-1.0591101566,0.0968863871,1.1503862993,-1.0117938534,-0.6343812104,-1.7332506303,1.191748754,0.1189275377,-0.1791189676,-0.6332061879,-0.5181275159,-0.6776406517,-1.0281965487,-0.4473079175,0.2662635312,-0.4170108422
Experiment 812 Participant 1,1,-0.1276301006,0.2186341936,-0.095951377,0.2828204846,0.3673599681,-0.0787210125,-0.0547077695,1.1407142601,-0.0784854454,-0.0784854454,-0.5101306071,0.1461186104,-0.2102021574,-0.5343846463,-1.4284573797,-0.9680330619,-1.2968352346,-0.8411974102,0.1243030654,1.3466811793,0.9422041057,0.1939860767,0.2112589318,0.0084296839,0.1349881973,-0.0784854454,-0.0784854454,-1.0051024508,-0.0784854454,0.0472935711,0.6671397881,0.5626009611,-0.3276782632,-0.0784854454,-0.0813373227,1.327918805,2.3432907844,0.2980513927,0.1944440189,1.1682462856,0.4430817728,-0.50887695,1.1106594217,1.6307941505,1.584740908,-0.5857301434,0.2945583316,-0.1528923289,0.9264304133,0.7396184278,0.2186432607,0.4139101576,0.4781829563,0.8794532298,-0.0064955482,-0.0359592718,-1.2771895656,-0.6752757858,0.990930059,1.4222759366,1.7628345502,1.7984166097,-0.9683900553,2.2206551071,1.5697877448,-1.4944127443,-1.4491715468
Experiment 812 Participant 1,1,-0.0074531317,0.8407186801,0.3340329367,1.1225087959,0.0163322399,-0.0787210125,0.5860762539,0.1199358689,-0.0784854454,-0.0784854454,2.303853197,-3.1366865857,-0.9890092143,1.7786609726,2.3603498563,-0.3137144645,1.7279708455,1.2874708517,1.2956084406,0.0370465943,0.6880931298,-0.2410163393,-0.113977374,0.1116322467,0.0952788833,-0.0784854454,-0.0784854454,-0.1879978312,-0.0784854454,0.3837245267,-0.1583575876,1.1724530532,1.9684316749,-0.0784854454,-0.2371777274,-0.8971430838,-1.498577098,-0.4668836023,0.2906883704,-0.6743452594,0.5323988011,-1.7563560659,-0.646152228,-0.7630389742,-1.0010048478,-2.9999427118,-2.6831997032,-3.0579233936,-0.6051552014,-1.9736840042,-0.7537723844,-0.3044462018,-0.1434483273,-0.199083537,-1.5802496829,-1.8723303163,-1.1197815695,-0.6935982086,-0.3777212013,0.6879254239,-0.2062725118,-0.7740318989,0.2190791828,-1.1295737733,0.5199398491,0.8804600038,-0.4778655529
Experiment 812 Participant 1,1,0.0005296098,0.3458125795,-0.4850650114,0.0325868337,0.1011206599,1.4753556947,-0.7368636802,0.0046295137,1.517878897,1.517878897,-0.2009078196,0.2917039122,0.1199583262,-0.2778403026,-1.2108399035,-0.1009761386,-0.8157138525,0.4716459157,0.5385475036,-0.301017913,-0.7215088145,0.6744292749,1.4394111538,1.5202858825,-0.5817472844,1.517878897,1.517878897,0.3803816211,1.517878897,1.9972515604,0.563987001,0.7433791008,-0.342328309,1.517878897,1.5253465602,-0.2449638026,-1.1336684434,-0.0211813985,0.1641919276,0.2128680842,1.208591916,2.5069538251,2.2692112779,1.6398692561,1.5113630603,0.5690636511,-1.0618022868,0.5429451594,-0.3815735808,0.2390036367,0.1285898248,0.5521400501,0.6557205377,1.1040294031,-0.3754432785,0.6808754057,-1.7005791441,-1.3063320772,0.1706411963,-0.3944077584,0.4390076923,0.6393831329,0.2596882524,-0.5777641078,0.5572950524,-0.4101610121,0.1400129717
Experiment 812 Participant 1,1,1.6688842776,-0.2884384615,0.2727018692,0.3951204151,0.8319617,-0.0787210125,-0.340443921,-1.6150437814,-0.0784854454,-0.0784854454,0.1000012143,-0.4655278152,2.2245364106,2.0707533741,0.3132270286,0.2345960575,-0.0747698411,-0.3461131156,1.820036764,3.5390129254,0.7342627813,-0.7517507262,0.0767394195,-0.0364814194,-0.3450685269,-0.0784854454,-0.0784854454,0.2773826966,-0.0784854454,-0.7563818086,-0.8090713024,-2.7186544597,-2.45642472,-0.0784854454,-0.0813373227,-0.7459296739,-1.2200058017,-1.4214026559,-0.353524337,0.2484100946,0.3769348169,-0.3260420682,-0.3137910242,-0.8484555842,-0.6839949276,1.5074634873,0.3139059932,0.7573035543,0.6578926234,1.1846847203,0.195951045,0.1211133104,-0.7889832563,-1.0262160728,-0.6632217822,-0.7405357915,-0.4117247527,0.2890562944,-0.8692385031,-0.4415383973,-1.1358941764,-1.5687327375,-0.8039742119,-1.001561271,-0.622383052,0.978185082,0.7880101844
Experiment 812 Participant 1,1,0.6376761492,-0.1067217145,-1.2429609626,-0.2309154643,-0.0507993823,-0.2836990575,-1.4751840219,-2.5769596834,-0.2739586302,-0.2739586302,-0.0736434058,-0.0732966157,0.3103029504,1.9939582154,0.3621979954,-2.3993305583,-1.3794426263,-0.5017155994,0.7574728563,-0.6343313634,-0.7511490324,0.2257717183,-0.3737015894,-0.1417240474,-0.7082576984,-0.2739586302,-0.2739586302,0.340838196,-0.2739586302,1.3394442519,0.4140717085,0.5263112961,0.1102662497,-0.2739586302,-0.2780741247,0.6658243121,-0.6237275632,0.8314792896,0.7604439836,0.6955644159,1.0201553238,0.2101667324,0.5693803318,0.4063216262,0.3233590399,-0.1781448389,0.380656507,0.6766010575,0.4865807349,0.8928210263,0.7089985717,0.3135992542,0.0719503397,-0.005898374,-0.8525773788,-0.8376657859,0.7932285564,-0.3413474146,0.2115801323,0.2197702271,1.4065459973,0.6612841935,0.5020388217,-0.4099817621,0.5372577902,2.2541112699,-0.520447544
Experiment 812 Participant 1,1,0.1172554345,0.5598012191,-0.2249108096,0.2204151345,0.6336019994,-0.0787210125,0.2901126682,0.3452182398,-0.0784854454,-0.0784854454,-0.627534429,-1.1459994566,-0.6804583459,-0.5928005061,-1.0921216938,0.0406220674,-0.1520038267,-0.277083409,0.1799128055,0.7693747791,0.1201960661,0.5814269494,-0.0728656873,0.7228848376,0.2606903086,-0.0784854454,-0.0784854454,0.4362832522,-0.0784854454,-1.5958884212,-0.3985843532,0.4707880221,0.276056919,-0.0784854454,-0.0909735636,-0.1291645722,0.5491067453,0.5719880134,-0.3370695838,-2.2472398715,-1.2571305386,1.1907854073,-0.8212558186,-0.3859286942,-0.2691875107,-0.5799238334,-0.9762329686,-0.4753793743,-0.6830939692,-0.4347539328,-0.0614827662,-0.3713237208,0.4593191866,1.0379261212,-0.0126311057,-0.2297792728,-0.5853691224,-1.0508173862,-0.3857945019,-0.2943292078,-0.568147037,0.0393244326,0.7509711898,1.1168927776,0.5266233614,-1.2380645884,0.4852972963
Experiment 812 Participant 1,1,-1.4091242798,-2.3980014016,-0.0276585884,1.9348930035,1.3253966501,-0.3571033187,-0.4477400935,0.7059731177,-0.2739586302,-0.2739586302,-0.6154196971,0.2763596634,-0.3491939849,1.9315107479,1.4284704533,0.4682206365,0.0323666058,-0.4648934534,-1.5797291224,-2.0890455712,0.5572184468,0.0160833836,-0.7709045521,-1.283145969,-1.7718302713,-0.2739586302,-0.2739586302,1.3981107259,-0.2739586302,-1.2564308917,-0.2951393612,-0.45024184,-1.5883163692,-0.2739586302,-0.2972082217,0.3841901872,-0.9555962415,-0.0062901315,-0.7383237543,0.5459137422,1.262588305,0.2996233546,0.5019805978,0.8758759377,0.9497291846,0.7308488802,1.1811263298,1.0837389226,-0.6578715383,0.9034514257,0.1623356577,0.0812557855,1.3036135342,-0.1705481613,-0.4040976096,0.2189490838,2.5072086637,1.7400176076,-0.2322886364,0.1309767678,0.7956446528,1.2181031912,0.4540064721,-1.1943797111,0.5152353218,-0.8203266012,-0.1664437276
Experiment 812 Participant 1,1,-0.0112804148,0.1882350947,-1.1492451301,-0.7549910998,-0.1804529104,-0.1695048935,0.3438929994,0.1651744453,-0.2739586302,-0.2739586302,-0.6278039141,-0.1278685476,1.0220028008,-0.273130724,0.4155466128,0.5407498389,-0.6649749548,-0.9586093029,-0.0664890765,0.6082492231,0.3474512869,0.819411671,-0.1956850908,1.3991070744,0.4050999788,-0.2739586302,-0.2739586302,-0.830850166,-0.2739586302,0.5160605019,0.3272492992,-1.4540134922,-0.3036792184,-0.2739586302,-0.2585021993,-0.8428208388,-0.1842973258,-0.4315938008,1.4684368885,1.1223635666,-0.179743971,0.669754234,0.2914805627,0.6136425429,0.6709520669,0.8321820114,2.142314316,0.4988129527,-0.8941425133,-0.1267623945,-0.9875027378,1.5503948412,0.2344394332,0.2473241138,0.4065434558,-0.2911995564,-0.0717622454,-0.1289489636,0.4232412056,-0.700614978,-0.6408919733,-0.3282867999,-0.8808961634,0.1509006946,0.2690608302,-0.9745913374,-1.3218460493
Experiment 812 Participant 1,1,0.3595938108,0.009327999,0.3920938504,0.3500710437,1.1603018491,0.5695872491,1.4790756122,-0.6166008422,-0.0784854454,-0.0784854454,0.770298307,0.5749031176,-0.215346839,-0.1691869446,-0.539986066,1.0953299738,0.539477302,0.6088388965,0.9156404755,-0.9239967194,0.618388983,0.7474736565,0.0098920356,-1.7778291025,-0.0739390422,-0.0784854454,-0.0784854454,-0.2266833857,-0.0784854454,-0.0039414646,-0.9320377691,-1.124537958,-2.4635154621,-0.0784854454,-0.0813373227,-0.8240937911,1.6206089624,0.5371606959,0.3767229675,0.2220731262,0.4239307744,1.2444076403,-0.1852470401,0.4229811555,0.5013584741,0.4481787606,0.0240463584,-0.9334072012,0.4840085264,0.7079413511,1.3625022054,0.7798339808,-0.8928943737,0.2386321049,0.8022804067,0.7462931303,0.352450242,-0.1270890081,-0.2854410894,-0.6236021028,-0.5143562156,-0.2060337242,-0.0297237792,-0.3287847712,0.1525079619,-1.0807417743,1.7904696881
Experiment 812 Participant 1,1,0.5140484081,1.2553461736,1.2654391128,-0.0478474943,-0.1073858746,-0.237942492,-0.6290927153,-0.8693588129,-0.0784854454,-0.0784854454,0.5803716656,0.4239294234,0.2694270753,0.3394399077,0.3344000931,3.3502802967,-1.4701642039,-0.3763836481,-1.484138151,-0.809374339,-1.7116822818,0.0466397797,-0.0702135896,-1.2936033281,0.435758282,-0.0784854454,-0.0784854454,0.1935177849,-0.0784854454,1.636657168,-1.7944924817,-1.4927707787,-0.0946291555,-0.0784854454,-0.0813373227,-0.245249688,0.7695455936,0.8043903868,0.6800686485,-0.1855167035,-0.6048997711,-0.476936636,-0.2113448733,-0.26233525,-0.3225899134,0.0955612587,0.8538845479,0.3879422742,-0.3329479773,0.0297025855,-0.8193280764,0.8514576423,0.6990443296,-0.7194708105,0.817075492,-0.6256654014,-1.991315251,-1.4885629292,-0.0003463312,-1.7080492984,-0.9219665632,-0.9777005856,-1.5541831952,-1.1322641235,-1.8716246779,0.5296674443,-1.0985255488
Experiment 812 Participant 1,1,0.7113777457,-0.2291383631,-0.3418233538,-0.364313437,-1.0162794985,-0.2690161195,-0.6509048429,-0.2087785991,-0.2739586302,-0.2739586302,-1.8926458542,-1.5782838344,0.1869604433,-0.4139518835,0.2247716472,0.2424246875,-0.4215354626,0.3659772353,1.4712352701,0.991252255,1.1140893436,-0.4250500482,-0.0705661906,0.3241676031,-1.4686980163,-0.2739586302,-0.2739586302,0.4995937792,-0.2739586302,0.298919436,0.9148171215,1.1990762472,1.1863169564,-0.2739586302,-0.2619421903,-1.1626476528,0.0347423423,-0.6663969071,-0.7152731988,0.063622716,-1.6404733056,-0.8051019379,-1.0393148893,-1.265039937,-1.536922896,-0.8851622895,-0.6211305382,-0.8517461453,-0.2617818592,-0.6528604379,-0.38480441,0.0870696832,-0.8757867196,-0.3635710959,-1.2668605442,-2.2616502199,-1.9606281094,-0.333709201,-0.3573092254,-0.3267736194,-0.3274694785,-0.5551749081,-0.8914667722,-3.0386932213,-0.8726281053,1.7987176481,-0.499819282
Experiment 812 Participant 1,1,-0.4459432006,-0.566815069,1.3945114584,0.2664638706,0.1144372207,-1.0518907542,-0.5149331408,-0.0945760209,-1.0884302334,-1.0884302334,-0.7428271446,0.1936546626,0.0093260102,-0.6866913151,-0.192024115,-1.7179233885,-1.3461618316,0.8186452401,1.951126984,1.6929311119,1.1439042431,1.0574290521,-0.7544320244,1.502986656,0.2147000424,-1.0884302334,-1.0884302334,-0.8138367427,-1.0884302334,0.188955728,-0.4703847088,-0.3359490399,-1.4546235138,-1.0884302334,-1.1546901266,-0.1118234538,1.6089317269,1.359603901,0.7656819217,0.5018270515,-1.029610883,1.0132951634,0.3635971186,0.5603423028,0.5606514489,-0.4026783848,-1.073895239,-0.0175694649,-0.4813083045,-0.1400311572,0.2757181438,-0.7879741623,-1.8528890333,-2.0284542385,-0.6813803169,-1.5022858017,-1.2552113954,-1.3499555622,-0.2910710656,-0.899942568,-0.947743997,0.1301207007,-1.8839080811,0.0939511021,-0.1268955303,1.6401596164,-1.0982609484
Experiment 812 Participant 1,1,-1.4221430336,-0.826856194,-1.4026721019,-0.6023566289,-0.6187663636,-0.2095175852,0.8341422251,0.7206695018,-0.2739586302,-0.2739586302,-0.0481934499,0.1832940327,-0.1953731512,-0.2070387911,-0.0727748201,-0.3084767632,1.4529863992,0.3013887615,1.4839540298,2.0891005858,-0.9356846978,-0.2238020721,-0.3242479407,-1.1360712277,-1.6090397569,-0.2739586302,-0.2739586302,-0.2714120525,-0.2739586302,-0.3299916827,0.4348120106,-0.0635914277,0.3893074501,-0.2739586302,-0.2780741247,0.5511583691,-0.6762213471,0.8372731531,-0.7261062871,-0.7599324038,1.3302028206,-0.0755806184,-0.8973551985,-0.8714211495,-0.9591931472,-0.8004236003,1.2785563609,0.1049551995,1.3941752164,-0.4004149733,1.1337764299,0.7246071585,-0.3438020569,-0.8496749593,0.6217797514,0.5701480964,-0.0307198419,0.2830710557,-1.1971986822,0.5300871439,0.4767890317,0.1060040085,-0.0072112447,0.3192195262,0.2660807058,-0.5445614428,0.4690208623
Experiment 812 Participant 1,1,0.201424333,1.0127897359,0.7088467002,0.6376300346,1.3978030171,-0.2690161195,1.280852348,0.60788776,-0.2739586302,-0.2739586302,0.6659338155,1.273427538,-0.7575019602,-0.120642681,1.4899411193,1.3218269884,0.3973693901,-0.6508773843,-0.2917428193,-0.53905114,0.5296542389,-0.1981847578,-0.2119987966,0.3585805498,0.1719904444,-0.2739586302,-0.2739586302,-0.1286906937,-0.2739586302,-0.6768361552,0.0580348683,0.4408129347,0.4350803319,-0.2739586302,-0.3104194444,0.3972762148,-0.8537705079,-1.0993505918,-1.1963347079,-0.2587709374,-0.274475316,1.1259661284,0.9473295758,1.1516513207,1.0072565634,0.1711204081,-0.6954270919,0.48964466,0.3462078353,0.6650455872,0.9317065464,1.3437461884,0.4951345871,2.095791304,0.7703130798,-0.7519777196,0.1461933003,-1.4894499486,-0.2475634522,-0.4591921609,-0.0721415344,-0.1535049149,-2.0210435428,0.2305437409,-0.8505542151,-0.8323349502,-1.5938723445
Experiment 812 Participant 1,1,-1.8467321426,-1.0613963601,-0.551818733,-1.5761107327,-1.3831576172,-1.5581813755,-2.2508425809,0.0600175859,-1.0884302334,-1.0884302334,-1.9014824932,-0.1922731182,0.1256786018,0.9143243709,0.0949950805,0.0392396737,1.1068812795,1.0172201341,-0.1743462543,-0.5148459262,-0.5304556851,0.0175766122,-1.4333555104,-0.9503594328,0.8088656112,-1.0884302334,-1.0884302334,-0.815274734,-1.0884302334,1.1564512526,-0.1795413206,1.1958936341,1.1709532024,-1.0884302334,-1.2100543517,0.9679990974,0.3750824494,1.6557109981,2.0907279134,0.9662626285,-0.1905166788,-0.5583952988,0.560607906,0.6134305073,0.5931531257,0.7913467475,-0.4403358379,0.1007554047,0.0619112455,0.2267331572,-0.8654995671,-1.7215657967,-1.4767263835,-1.1174177769,-0.5789617164,-0.4576602571,-0.1364770091,-1.1692669779,-0.1111385206,-0.4022230277,-0.0744940273,0.1361502218,-0.4618892605,0.3312086579,-0.1426789503,-0.9458863835,-1.0216707871
Experiment 812 Participant 1,1,0.3242101451,-0.0109150839,1.0315329614,-0.0026168755,-0.7686757521,-1.2106980523,-0.6550277303,-0.5192409229,-1.0884302334,-1.0884302334,0.6524693357,-1.3461352663,-0.2467556623,1.1431304203,0.3205681137,0.4263676247,1.7789516491,2.3133007986,1.5417027423,0.5036019183,0.6752762759,0.1322193072,-1.0581473798,-0.2375253422,-0.5931401253,-1.0884302334,-1.0884302334,1.06037273,-1.0884302334,-0.0704007512,-0.4979437935,-0.3282501305,-0.8507638357,-1.0884302334,-1.1006374448,-0.57754528,-0.4916808516,-0.0448346742,0.0988811683,-0.0546804263,0.2223054314,1.0255549004,0.5873068395,0.7177681749,0.6768595788,1.2170492358,0.1221235802,-0.0749500339,0.3693445551,1.9448902099,0.970151375,-0.0035193433,-0.2622598453,0.4480207362,-1.1960433872,-1.1772490168,-0.6467650621,-0.3626627074,-0.3426694924,0.2478128536,-0.0534844127,-0.2138041589,-0.1436412843,0.010700708,0.194661429,-0.5541360916,-0.5495250715
Experiment 812 Participant 1,1,0.0867703594,0.5495704475,1.3707848625,-0.1219656257,0.8986435601,-1.2332432348,0.7897375832,-1.0441340331,-1.0884302334,-1.0884302334,-1.4294507389,-2.4941598204,-1.4220150475,-0.94624651,-0.2195393945,0.1748065823,0.9029868248,0.4019324975,1.077082631,0.24516962,0.3310187824,0.1467738119,-1.0054309368,-0.0408934757,-1.0409018381,-1.0884302334,-1.0884302334,-2.4123027201,-1.0884302334,-0.2807370365,-0.5932792569,-0.2963466212,0.2401063696,-1.0884302334,-1.1736754423,-0.745383393,-0.6494383318,0.3725448384,0.3460018209,-0.3728249584,-1.7297438806,-0.3782619079,0.8066314635,0.7621598406,0.6510166923,-0.0476071167,-0.7091225685,-0.5310128664,0.3263905066,-0.3242080953,0.012823024,-0.7050316207,-1.3438619936,-1.4537717028,-0.2846290625,-0.9218426742,-0.1969304574,0.0567855191,-2.3478388443,-0.0144406432,-0.0056719913,-0.6616267306,-1.5884170035,-0.0414314793,-1.4002774418,-0.6620104678,-1.4437296484
