Subject,Label,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Stim,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,EEG-Cue,Pupil,Pupil,Pupil,Pupil,Pupil,Pupil,Pupil,HR,RT
Experiment 763 Participant 1,1,-0.8687670064,-0.9861627385,0.3770239594,-0.7137451075,0.5401544928,-0.4366418033,-0.890022146,1.0157535755,0.0775926761,0.1803311065,-0.9861627385,0.4362272173,-0.024817342,-0.1608460372,-0.1202024846,-1.0356906163,-1.5501386903,0.9653830493,-0.7244218465,0.1198472612,-0.0361970699,-0.3385498455,-0.2238673381,0.6271946348,0.6165338205,0.6661753334,0.4391295307,0.9145630801,1.0992857025,-0.9724692626,-0.1524056271,0.5214251101,-0.0776382586,0.3474453372,-0.9546768408,-1.2557458694,-0.9916360611,-0.9861627385,-0.9861627385,-0.9861627385,-0.9181224243,0.0773832223,-0.9861627385,-0.9861627385,-0.9861627385,0.8469629478,0.268213081,0.1593636332,-1.7500864464,-0.8460539117,2.2766461631,1.1965701094,-0.4803550131,-0.2480259605,-0.3319751414,-0.9003517264,-0.9861627385,-0.9861627385,0.6729318114,-0.4388603841,0.3601885605,0.1629559193,-0.0616191,0.9416484508,0.7593871228,1.5574660041,0.0418418155
Experiment 763 Participant 1,1,-0.8948707973,-1.2444579945,-2.5694622404,1.9373063538,1.9153838585,0.9737202108,-1.1377941704,1.0084560603,2.5941017638,-2.2031919843,-1.2444579945,0.7499580601,0.7337992445,-1.5980915484,-0.5663772036,0.4026350472,-0.2579946036,0.7367101632,-0.3469944252,1.2587367071,1.6477982891,1.857968,1.6969759263,-0.1507995739,-1.1031457863,-1.3479167133,-0.900185792,-1.9614964237,-1.0264925305,-2.5973856106,-1.6481525816,-0.5360937701,-0.6274887503,-0.7075494958,-2.4492234774,-1.1971369458,-0.8772194453,-1.2444579945,-1.2444579945,-1.2444579945,0.1339376422,2.2950930561,-1.2444579945,-1.2444579945,-1.2444579945,1.74345112,0.678302848,0.6292506366,1.1103510359,-1.0924761078,1.4374371241,2.7343426608,-0.7834531187,0.0334467949,0.0143030257,-0.9059769966,-1.2444579945,-1.2444579945,-2.1975243236,-1.9931611262,-0.6701869724,0.1627474278,-0.986081912,-0.7405796891,-1.8971550696,1.4191810546,-0.4477676101
Experiment 763 Participant 1,1,-0.4065880336,-0.9861627385,-0.6893932425,0.3461394135,0.2076975637,0.5032309807,-0.8899649285,0.6047740938,0.3151676191,-0.0544069458,-0.9861627385,0.3926205748,0.7986638572,1.0343723307,0.2150052881,0.1249900282,-0.1146477352,0.043379036,-0.0140656387,0.452018285,0.536144224,0.9124425194,0.4175675854,0.7964675652,0.9255058611,-0.2573731192,-0.8980613895,1.1955169692,-0.6124509231,-0.0533746278,-0.4536759052,-1.0757538036,-1.1138949521,1.062982199,-0.8723035873,-0.2450334208,-0.2827487317,-0.9861627385,-0.9861627385,-0.9861627385,0.595645593,-0.6678229675,-0.9861627385,-0.9861627385,-0.9861627385,-0.9586590548,-0.7054030182,-0.7534613105,0.1829113629,-0.8895744019,0.2445720294,0.9716835674,-0.556715992,-0.2115367683,-0.2326371397,-0.7746105327,-0.9861627385,-0.9861627385,-0.0955910355,0.2249766044,-0.0018545614,0.0514774882,0.3877376678,-0.0538854502,-0.0665781871,-0.4160508186,-0.1990305251
Experiment 763 Participant 1,1,-1.3149503695,-0.9861627385,-0.4589043857,0.2492998338,0.8602474604,1.0332990289,-0.890022146,0.0717011265,0.2787018132,-0.1614791124,-0.9861627385,-0.0555283314,-0.4145670832,0.687990439,0.8434941672,-0.2091195954,0.4181137081,-0.8264445142,-0.3688242674,-0.1172337597,-1.0085667155,0.4874886204,-0.1562580715,-0.326248975,-0.5574631191,0.0701555788,-0.4266794524,0.2644587795,-0.3348213085,0.2925827719,0.1545512697,-0.8109903107,0.4496639266,0.2394077394,0.3744334899,0.8292413314,-0.3965736346,-0.9861627385,-0.9861627385,-0.9861627385,-0.7368507843,-1.173675366,-0.9861627385,-0.9861627385,-0.9861627385,-0.8303709573,-1.2128404727,-1.5216366908,-0.6521004907,-0.8895744019,0.936013576,0.1136509737,0.2024814612,0.8047633114,1.6669703419,2.7847793354,-0.9861627385,-0.9861627385,0.0990851391,0.7770963148,0.0148515632,-0.5265940002,0.2882158251,0.6443768412,0.2008512758,-1.5854858038,-0.9956058723
Experiment 763 Participant 1,1,-0.1935495937,-0.9861627385,-0.7056901732,-1.0074392399,0.5236534066,0.7111927552,-0.8900418926,0.6658382492,-0.4146739741,-0.482396514,-0.9861627385,0.5261955839,-0.2417577965,-0.1254318512,0.7677720414,1.3329275791,0.8342145103,0.8238135031,-0.099839111,-0.6771670651,-1.1453441541,-0.249972733,-0.8064956485,0.4527571806,1.5257860564,0.2858525532,0.7507214518,0.3876073189,0.0407828622,0.1156861201,0.6893209579,-0.6917423755,1.4172606475,0.9606631606,0.5014151627,0.1150790991,0.6344244239,-0.9861627385,-0.9861627385,-0.9861627385,-0.2183328615,1.8148777742,-0.9861627385,-0.9861627385,-0.9861627385,-0.9241706731,-0.2655790055,-0.3149792809,0.3172586019,-0.8895744019,0.3034629014,0.0398721805,-0.7983914111,0.695614749,0.8672342502,-0.0168388553,-0.9861627385,-0.9861627385,-0.3897197117,0.171161335,-0.1167876389,0.0953577406,0.7207841441,1.3454926419,1.0544784258,-1.1879213468,-0.5745321325
Experiment 763 Participant 1,1,1.1617388332,1.4245929839,0.7724851361,0.0556847691,0.0953325243,-0.4466689526,1.4397680639,0.0164726801,0.3136490624,-0.6842034372,1.4245929839,-0.06629013,1.1605681305,0.512878007,-0.4046137352,-0.8253028093,1.0301687688,0.4862813118,0.5463970488,-0.3065628976,-0.6521848417,0.3226881715,0.4475602698,-0.5998209662,0.6067918664,0.2066578358,0.7879494963,1.2186485184,-0.000196516,1.3212269086,1.0482032257,1.5688812253,0.4664354886,-0.6956542347,0.1664844187,0.1830597892,0.2647109472,1.4245929839,1.4245929839,1.4245929839,0.2635310552,1.5306254366,1.4245929839,1.4245929839,1.4245929839,-0.4103844214,-0.6751646896,-0.0690732872,0.1668294769,1.6297505594,0.2782395142,-0.5612952134,0.3946578581,0.3101971636,-0.0688055472,0.5223803699,1.4245929839,1.4245929839,-0.1623771677,2.0452588963,1.1445096998,1.0153754557,1.221093578,1.1000992344,0.9835761705,-0.6825557382,-0.5679287526
Experiment 763 Participant 1,1,0.9771124973,1.1949972008,0.6129699709,0.9106639117,0.0303051613,0.9866550388,1.2022749489,-0.1336967432,-0.6022860147,-0.8359102592,1.1949972008,0.4085603163,1.2991881263,0.2312238727,0.6849018155,-1.4531105107,-0.8923283481,-1.4642821567,0.1916857126,0.1838819475,-0.3919010058,0.1878926833,0.555392302,0.2894517674,2.0395743485,1.6847239722,0.8153501472,-0.4213080169,0.1342192612,0.0658897089,0.2861701177,0.6342095695,-0.2104283858,0.4252426513,0.9822322812,0.7300991904,0.1218828644,1.1949972008,1.1949972008,1.1949972008,-0.5837530251,-0.916030116,1.1949972008,1.1949972008,1.1949972008,0.3844919417,1.0496563536,0.9013387398,-1.6346409813,0.9083013324,-0.1957815883,-0.7892257656,0.3305066794,-0.0127860621,-0.3743603594,0.2869818643,1.1949972008,1.1949972008,0.5935326943,-0.9866155622,0.4326275264,-0.4497411201,0.0347152982,0.8636951128,0.8834229166,-0.3405979946,0.5675135911
Experiment 763 Participant 1,1,-0.3139433465,-0.0247303968,0.2032068547,-1.1362983937,0.0248876631,-0.1081202122,0.0322403892,-0.2707899923,-0.7608624062,-0.3417523749,-0.0247303968,-0.9987139028,-0.8900261348,-0.9038591341,-0.1333034816,0.3671931283,0.2452510688,-0.0908842654,-0.2974569475,-0.3417454473,0.3086619505,1.4508516289,1.8904335328,0.7406061543,0.5365914303,0.1526400776,1.7310844937,-1.2582442818,-0.145860722,-0.0864445263,0.1262678296,-0.1719512362,-0.5528696097,0.6842291953,0.8920813903,0.9709901023,0.5650936676,-0.0247303968,-0.0247303968,-0.0247303968,0.628950528,0.6341721506,-0.0247303968,-0.0247303968,-0.0247303968,-0.2794532965,-0.6390372214,-0.5388659672,0.4141740686,-0.0970897032,1.6447214297,-0.2594051085,-0.5226412044,-1.190319471,-1.601103889,-2.1008389263,-0.0247303968,-0.0247303968,1.8515760817,-0.3440972228,-0.0733199593,0.2666272002,0.7293367461,0.1929725881,-0.0389635103,1.393481655,-0.3362245459
Experiment 763 Participant 1,1,-0.5364477047,-0.9861627385,-1.2050020565,-0.0248485506,-0.9756922841,-1.3057014655,-0.890022146,-0.1835981971,-0.7088315616,-1.0908084761,-0.9861627385,0.2169540632,-1.6515240178,-1.7200112598,-1.3217970929,-0.5773414351,-0.990234622,-1.173912218,-0.7914385689,-1.1845043327,-1.2997047181,0.3443366969,1.2648980237,-0.2179419559,-0.6025239862,-0.1152919937,-0.5429816452,-1.8193584011,-1.269920894,-0.7719525717,-0.317153165,-0.8759150398,0.011619987,0.7525861613,-0.1670074164,-0.2546154354,-0.8789622358,-0.9861627385,-0.9861627385,-0.9861627385,0.6887180421,0.5718807621,-0.9861627385,-0.9861627385,-0.9861627385,0.2922134659,0.1749683792,-0.1787799073,1.8624683084,-0.8895744019,0.8621064373,-0.8046900219,-0.6026723813,0.5701691513,0.6763444495,0.090273398,-0.9861627385,-0.9861627385,2.2039803143,0.6065368721,0.8625644701,0.6219308714,0.3276177936,0.9930540966,1.3687758368,0.1380684892,-0.4565308902
Experiment 763 Participant 1,1,1.1617388332,1.4245929839,0.7724851361,-1.656878248,-1.6349461699,-0.8755861823,1.4225167484,-0.4305133981,-0.337318944,-0.3526151053,1.4245929839,-0.5401994065,-0.9749803208,-0.8537333494,0.6059387364,-0.0221363752,0.011877055,0.9196244971,1.2119507659,-1.603750458,-0.5443497115,0.3787871723,0.0139925792,-0.4093156355,0.9488275217,0.7132400937,-0.140561872,0.5722024889,-0.6852284502,0.9401030034,0.6166813366,0.7836520666,0.5077815868,-0.0167466613,0.7126462963,0.5268299387,0.6482552266,1.4245929839,1.4245929839,1.4245929839,-0.6610793927,-0.6754757853,1.4245929839,1.4245929839,1.4245929839,-0.1604524515,-0.4397758821,-0.3868855157,-0.3345460688,1.0975514097,0.6279683599,0.3636780552,1.3830948171,0.3206527957,0.1674243661,0.5292669904,1.4245929839,1.4245929839,-0.18693478,-0.5336403897,-0.7214608236,-0.8698148833,-0.7793359656,-0.9857428137,-1.181478504,-0.5485157898,0.6488518655
Experiment 763 Participant 1,1,1.1617388332,1.4245929839,0.7724851361,-0.8253227522,1.2135111181,0.2184624009,1.4371567424,-0.5346072252,-1.0595694746,-0.6400215445,1.4245929839,1.1283651134,0.4943063579,-0.9442714119,-0.2159415922,1.0795930915,0.1582617834,-0.5576228799,0.267504782,-0.1902480683,0.0277967164,-0.041138937,1.4677112106,1.2954044804,0.0580792564,-0.9350205631,0.0875877598,2.2211466557,0.5347885493,0.6661316748,0.9068712339,0.5344354896,-0.0965374618,0.550302154,0.3670980839,0.3583575697,-0.3235404034,1.4245929839,1.4245929839,1.4245929839,-0.2263481468,-1.1614419167,1.4245929839,1.4245929839,1.4245929839,0.0132069426,0.0368377719,-0.0530408683,0.6014361262,1.0387323205,0.6814406121,0.2258567972,0.6377462678,0.9283024385,0.723579619,0.7331220606,1.4245929839,1.4245929839,-0.0979572834,-0.1086659572,-0.0044251895,-0.0615565665,-0.4323046732,-1.0398529684,-0.760466778,0.6308828935,0.5123141508
Experiment 763 Participant 1,1,-1.7184278043,-0.9861627385,-0.9713038162,-1.2209974397,-0.855405149,-0.5881050196,-0.890022146,1.4460661841,-0.3755057959,0.5868521923,-0.9861627385,-1.2230927637,-0.0112044517,-0.3148661026,-0.3668062996,-0.5501721063,-1.2681364586,0.0269031455,-0.2246612533,-0.6029397742,-0.1939320371,1.7699763182,0.8293623902,0.6959349284,-0.6583991735,0.2407849616,-0.7271577356,0.7641514517,-0.8842333717,0.1982418403,0.0819362315,-0.8231518376,1.6169963211,0.3864939676,0.9698573056,1.4924911043,0.9422052639,-0.9861627385,-0.9861627385,-0.9861627385,0.6769070111,0.9028265956,-0.9861627385,-0.9861627385,-0.9861627385,-0.0344675016,-1.6521141497,-1.0437399385,-0.6190960032,-0.8895744019,0.1425065711,-0.6621362428,-0.9815167185,-0.3513685998,-0.1505795598,0.4614442598,-0.9861627385,-0.9861627385,0.2014250538,0.1708416251,-0.0396965823,-0.1487475693,0.0027874305,0.2385618871,-0.2301458119,0.6971562159,0.2260589509
Experiment 763 Participant 1,1,0.9771124973,1.1949972008,0.47839955,-1.3574496511,0.3170385557,1.2246257666,1.2022749489,0.1017117387,0.8029573416,1.3907709224,1.1949972008,-0.6238536988,0.5200240547,1.404345897,2.239899637,-0.4016311954,0.0113840187,-0.4108372359,-1.2787976257,-0.7200204914,0.5879942552,1.2324546709,0.2838214752,-0.2290274601,0.642387874,1.3074888169,0.7398591337,0.1926867373,1.9127550708,0.7166017755,0.8445557599,0.6342095695,0.272464159,0.2864707652,0.6745448997,0.7322976991,-0.6781379877,1.1949972008,1.1949972008,1.1949972008,1.300360131,-0.1136420707,1.1949972008,1.1949972008,1.1949972008,0.570702804,1.1079500667,0.8334194097,-0.1293269177,0.9083013324,-0.0317045387,-0.0191375483,0.2161446737,-0.0518452264,-0.1641756438,0.4069371979,1.1949972008,1.1949972008,-0.0569119708,0.2929852545,0.0266216817,-0.1598661955,-0.2423642081,-0.0881095714,-0.151170476,1.6273897497,0.357601084
Experiment 763 Participant 1,1,0.3137532655,0.2192151227,-0.5800643385,1.5207466729,1.254090733,1.1895224848,-0.2451511963,-0.5416314731,1.3406674155,1.4377898688,0.2192151227,-0.4747179162,-0.0656050237,1.103148153,0.6185736375,0.4008526673,-0.7363186258,-0.2870571605,0.4459614442,0.1459121896,0.4472642826,-0.4999901557,0.7912234968,-0.242925827,-0.6929083448,-1.1802079022,0.9641075558,0.9515279216,0.8861014529,0.1318227823,-0.1664856214,0.2774044086,-0.0291927151,-0.169876214,0.2232691948,0.5411485858,0.531938597,0.2192151227,0.2192151227,0.2192151227,0.8585412368,-0.2646942833,0.2192151227,0.2192151227,0.2192151227,0.0753285413,-0.7278674572,-0.7757947294,-0.9363943086,0.1039885039,0.4321344252,-0.2676561317,0.031624275,-0.1055995996,-0.4551209354,-0.4993741274,0.2192151227,0.2192151227,0.521085012,0.9373649958,0.0957983956,0.1745863349,0.6454942133,-0.0611033929,0.8085171518,0.2502029363,2.1216969026
Experiment 763 Participant 1,1,-0.3772236579,-1.2444579945,-0.9598662732,0.6066935599,0.5383674935,-0.0119589108,-1.1377941704,-0.4633104727,-0.146736204,-0.1379287287,-1.2444579945,1.4137509493,0.4859161954,-0.455633862,-1.1427191543,0.7182525924,0.0440970989,0.8375274219,-1.4759571574,-0.8874090524,-0.3471659283,-0.3674972195,-0.8069906087,-0.7819909155,-1.2870307373,-0.6111851677,0.2858705107,0.105147288,0.3110407267,-0.4291138838,0.1448148537,-0.5195194572,-0.3377641932,-0.8813405811,0.4966238251,1.6034157183,0.2142824693,-1.2444579945,-1.2444579945,-1.2444579945,1.0467250112,0.2379356128,-1.2444579945,-1.2444579945,-1.2444579945,-1.3614922911,-0.1788171785,-0.2313313497,-0.0154556966,-1.1094596672,-0.0973798636,-0.2641398636,-0.7879441421,-0.0425046966,-0.0630598061,-0.9991661623,-1.2444579945,-1.2444579945,-0.0960706952,0.1205357923,-0.475697194,-0.2363361628,-0.1028125327,0.1655435995,-0.1216836814,-1.9735281046,-0.7878935807
Experiment 763 Participant 1,1,0.1510074005,0.2192151227,0.9666552015,0.6106343953,-0.7224844593,-0.541731588,0.2496960884,-1.7222928101,-0.6167158204,-0.8927789785,0.2192151227,0.7868885547,0.2524813643,0.0358580039,0.2701800427,1.3562313619,0.1069517793,1.3111550579,0.4894769464,-1.0097961943,-0.1135998922,-1.5421118259,-0.2596212207,0.6061160914,-0.5822971397,-0.4768550935,-0.3792382798,-0.651799896,-0.568620079,0.541970659,0.4421139485,2.0057655866,-1.8101260816,-2.2183125874,-0.3007503759,0.6599892764,-0.2695212299,0.2192151227,0.2192151227,0.2192151227,-0.7668846287,0.3552507154,0.2192151227,0.2192151227,0.2192151227,-0.7701330376,-1.0651016215,-1.1119049773,1.1804179117,0.1039885039,0.4897386533,0.6459626434,-0.0874484108,-0.2541975735,-0.0860215888,-0.1770693204,0.2192151227,0.2192151227,0.234278336,-0.0853082607,-0.0197062078,-0.2968414402,-0.1749844312,0.0831802189,-0.3581881788,1.0657967077,-0.3384807924
Experiment 763 Participant 1,1,-2.1941045009,-0.9861627385,-1.1869699113,-1.444025722,-0.8310450759,0.4763356436,-0.890022146,0.3360293511,-0.5958551322,0.1984200459,-0.9861627385,-0.2802067509,0.0450688588,0.7192866191,-0.2866240143,-0.1653502056,-2.0730107144,-0.0657393638,-0.3237719436,2.2754495666,2.28421857,-0.135856224,-2.3534501471,-2.1393462834,0.8704262352,0.4863331251,0.0180163998,0.9280208504,2.1640383375,-0.2196604195,-0.7675741788,0.0831327716,0.9352812381,-0.1430759214,-0.8223727569,0.1915269477,1.0952030738,-0.9861627385,-0.9861627385,-0.9861627385,0.0602220001,0.871426293,-0.9861627385,-0.9861627385,-0.9861627385,0.2151920315,-1.0784883128,-1.057199301,0.2126846867,-0.5404036522,0.9754062135,-0.4577480262,-0.0280087601,1.028009662,1.3399800175,-0.2111745619,-0.9861627385,-0.9861627385,-0.3027249069,-1.8130980376,-0.8866496871,-1.5091344098,-0.6801965005,-1.3304302936,-0.4533481274,0.337171013,0.8608515031
Experiment 763 Participant 1,1,-0.1947090937,0.2192151227,0.9409870493,-0.8741176793,0.8495291152,-0.8943694595,0.4316519614,-0.0489749219,0.1891562903,0.2993570761,0.2192151227,0.1798249624,0.608981475,1.2092018069,-0.5859585767,0.4291939366,-0.8500793819,1.2922903871,0.294502896,1.0325600577,0.1435422795,-1.1107085431,-0.7896888445,-1.3449873377,-2.6512126845,-2.7246301042,-1.8395915955,-0.5865823002,-0.7685373174,0.4771158682,1.0051239847,2.0090803175,0.7368867498,-0.1047229468,-0.1945545779,0.9205642155,1.322548414,0.2192151227,0.2192151227,0.2192151227,0.9342265992,0.7464357203,0.2192151227,0.2192151227,0.2192151227,0.0316500129,0.531250983,0.4791125552,0.7978335105,0.1039885039,0.9758673923,0.5790854358,0.042234202,0.051935997,-0.4654747373,-0.5144156074,0.2192151227,0.2192151227,-0.1034603777,-0.3941765429,-0.7275609468,-1.7592339262,-1.5705401917,-1.4163558078,-0.4499207794,-0.0230554883,0.7119157115
Experiment 763 Participant 1,1,-0.8162002924,-1.2444579945,-0.0674320564,-0.9471867497,0.4886923459,1.1083330579,-1.1377941704,1.1579438659,1.4470488723,0.8849518265,-1.2444579945,1.7390721578,-0.3302993612,-1.2360830582,-0.1153683626,-0.4189138306,2.4128438832,0.9522650249,0.8629248685,-0.1472564508,-0.990876637,0.5989513725,0.4103640581,-0.3548654323,0.6863092067,-0.2923370738,-1.2117371118,0.0341727206,0.4590086989,0.949751567,1.6400926401,-0.0764119623,-1.1099612414,1.189090034,-1.457715523,-0.9329432891,0.2540460558,-1.2444579945,-1.2444579945,-1.2444579945,-0.6490871406,0.7167942356,-1.2444579945,-1.2444579945,-1.2444579945,0.5076279416,-0.2091285578,-0.2349609286,1.3694865311,-1.0940566143,-0.0165641785,-0.2745514611,-0.8752454542,-0.3324066457,0.3228353154,-0.4527871291,-1.2444579945,-1.2444579945,0.4303901072,1.3235959495,0.1952939718,-0.4030437717,-0.3473497425,-0.6827050587,-1.0024885999,0.3752572217,0.0806096796
Experiment 763 Participant 1,1,1.1617388332,1.4245929839,0.7724851361,-0.7767972373,0.3579877155,0.322209775,1.4225167484,-0.7510897025,0.0958638841,0.0763441326,1.4245929839,0.1197153759,0.8967255088,0.8845512211,-0.8464675429,-0.2178855155,2.6349279128,1.0688225061,1.0989488754,0.5483478939,-1.8581986028,-2.5601037196,-2.0667847299,-1.5174056126,0.5397404462,0.2207872092,0.039752107,1.3885426004,1.0949962895,0.29132023,-0.0183486469,0.7836520666,-0.0425766172,1.3101358901,1.1421922356,1.4565114129,-0.3283316498,1.4245929839,1.4245929839,1.4245929839,0.7278398711,1.2604357373,1.4245929839,1.4245929839,1.4245929839,-0.0231149892,0.4775816257,0.3477650388,0.6263939247,1.0975514097,0.5388981674,1.2767501254,1.0474753915,-0.2304069761,-0.5249832514,0.3500304072,1.4245929839,1.4245929839,-0.4458945493,0.722386958,0.2618041828,0.2850013496,1.1555866662,1.1545305842,1.4355482585,0.5682250912,-0.5831888193
Experiment 763 Participant 1,1,-0.3832713265,-0.9861627385,-0.1613909288,-1.1227793823,-0.4537715324,0.6131706453,-0.890022146,-0.3015808604,0.2799769972,0.1591202062,-0.9861627385,1.4127227143,0.1537277481,0.0669654977,-0.0651789881,1.0625259552,-0.8640224521,-0.3621716498,-0.3486064679,-0.9876396647,-0.8019954258,-0.985979926,-0.1863230006,-0.2290827862,-0.0145581454,0.4836243605,0.7298231405,0.6644857796,0.9386998461,-0.5780186919,-0.7608461644,-2.6613022522,0.4716225086,0.7452959359,-0.02608856,-0.2316190888,0.1938598446,-0.9861627385,-0.9861627385,-0.9861627385,-0.4108757615,0.0840307897,-0.9861627385,-0.9861627385,-0.9861627385,0.1322515836,-0.1623919941,-0.1987011918,1.233406208,-0.9576915843,-0.3693390369,1.6208521499,-0.3133853067,0.5378958861,0.7051313825,-0.2945219801,-0.9861627385,-0.9861627385,-0.4954106271,-0.3315372669,-0.5780133162,-0.1247633369,-0.171997684,-0.774701858,-0.5954932018,0.1417828213,-1.6005147853
Experiment 763 Participant 1,1,-0.8644367552,-1.2444579945,-1.1102926045,0.4851399263,0.0474597276,-0.9764198266,-1.1377941704,0.0020705799,-0.0329083776,0.327216516,-1.2444579945,0.4975786191,-0.2590884866,0.1889954762,0.1445213419,-0.0738385045,-0.4334125991,-0.4070968495,0.7555710817,1.5276528383,0.8417660889,0.0121561662,-1.104049312,-1.0375806519,-0.4263512663,-0.0914810769,0.9850008153,0.0797274175,0.4357409638,0.3734414185,0.3777527284,-1.4815430115,0.5572708762,-0.8806723497,0.2446285793,1.2070165786,-0.0829978329,-1.2444579945,-1.2444579945,-1.2444579945,1.8009433019,-0.2952718375,-1.2444579945,-1.2444579945,-1.2444579945,-0.0273390226,1.4016093394,1.2543543347,-0.5496615937,-1.0970588578,0.6430354344,0.010305947,-1.2428643928,-0.3617200524,0.1407088161,-0.3979989643,-1.2444579945,-1.2444579945,0.273885372,0.1633694783,0.2335194459,0.7793528268,0.112678464,-0.2978668432,0.2043630629,1.0838202282,-1.5495227431
Experiment 763 Participant 1,1,-1.8345552717,-0.9861627385,-0.1514236326,-0.6228584783,-1.0278127737,0.5145306363,-0.890022146,-0.9068559974,-0.5982922225,0.0534601812,-0.9861627385,-0.1840082574,-0.7709349478,1.0959281478,-0.7596020463,0.3183062651,-0.504406189,0.1743677868,-0.0003575802,-0.4591538007,0.1862006803,-0.1954399826,0.0579298458,0.3568286623,-0.5645805563,-0.6647850422,0.7318211278,-1.0778869796,-0.793391002,0.3353145646,0.4624023293,-0.6127938687,0.9253681756,-0.8515101002,-0.2651475863,-0.0719444357,0.2114255669,-0.9861627385,-0.9861627385,-0.9861627385,-0.4654014507,0.464525082,-0.9861627385,-0.9861627385,-0.9861627385,-0.1071789834,0.1521967768,-0.0262527208,-0.7984260061,-0.8895744019,-0.7821847977,0.3267673835,-0.7618592446,0.0341439705,0.2001091347,-0.219709231,-0.9861627385,-0.9861627385,-1.5216192483,0.0350880162,-0.0718326797,0.2107311949,-0.3030871417,-0.8214458383,-0.6026791563,0.7416158079,-0.5670404677
Experiment 763 Participant 1,1,0.4039253527,-0.0247303968,-0.1073950008,-0.7150698626,-0.5249059378,0.3561055388,0.1215841216,0.2946230949,0.035873251,0.1352774074,-0.0247303968,-0.2950714291,-0.1612098625,-0.6207704891,-1.4198502956,-1.6557570346,0.1359974881,-1.3384611999,-0.2806903024,0.2306733656,0.1154139636,0.444362057,0.6730223519,-0.7757196538,-1.0494250305,0.4090618076,0.0497927524,0.4670029648,0.5712867377,-0.2054094555,-0.0164703545,0.3005315441,-0.453964802,-0.6757508287,0.2059143398,0.7675403874,-0.5867223538,-0.0247303968,-0.0247303968,-0.0247303968,-0.9564215819,-1.1082283948,-0.0247303968,-0.0247303968,-0.0247303968,-0.7072795086,-1.5212018071,-1.7852617527,-0.2745438253,-0.0970897032,-1.0543418762,1.4728665138,-0.2889098997,0.6798994934,0.9499601047,2.0998856185,-0.0247303968,-0.0247303968,-0.4732217896,0.4512298546,-0.3425640792,-0.0740051509,1.0364481635,0.8510118164,0.9124528994,0.3250186504,1.4673289247
Experiment 763 Participant 1,1,-0.2516577494,-0.0247303968,-0.4224929585,-0.952120841,-0.207896093,-0.1143333465,0.0322403892,-0.2812955587,0.9521550317,2.0254613926,-0.0247303968,-0.9759311631,-0.410178863,0.895057969,0.2951502874,-0.6417823744,-0.2173466405,0.5219704883,-0.2840706901,-0.7051352843,-0.8390405547,-0.8465822657,-1.5119847813,-0.3015256478,-0.0791756259,2.2888746809,1.4236389909,0.4344128178,0.5729007844,-0.3556745142,0.0090707363,-0.1486047875,0.1010207666,-0.4690832293,-0.6578313312,-0.6363663284,0.0360211132,-0.0247303968,-0.0247303968,-0.0247303968,-0.9132586844,-0.4213765242,-0.0247303968,-0.0247303968,-0.0247303968,0.077625509,-1.0122273015,-0.8854595787,-1.4198786331,-0.0970897032,-0.4680265817,-0.7957289566,-0.2228407568,0.0296463215,0.234083637,-0.1316711178,-0.0247303968,-0.0247303968,0.4726387228,0.3327888506,0.7342383343,0.999347279,1.2170695286,0.6521669113,-0.5931840833,0.6308828935,-0.2031060481
Experiment 763 Participant 1,1,-1.074889609,-0.9861627385,-0.3008248301,2.1134488352,0.6376266288,0.159659368,-0.890022146,0.3531796231,0.8048689622,1.1646840352,-0.9861627385,0.9459392434,-0.1964060903,-0.2591605904,0.4161498827,1.0529528154,0.2557758575,-0.1874288346,1.7914247842,0.9429112958,0.1770422368,1.1406239943,0.9639886635,2.5862939974,-0.0273021522,-1.1532352894,-1.6308772843,-1.1707947408,-1.4711238074,0.1842937428,0.8683734235,-0.7133639793,0.1559689387,0.2873270347,-0.6517605176,-0.5416734924,0.1030876859,-0.9861627385,-0.9861627385,-0.9861627385,0.9239859219,0.2259693646,-0.9861627385,-0.9861627385,-0.9861627385,0.6541071478,0.4997188978,0.762435822,-0.3559297513,-0.8895744019,0.4584525738,-0.357827903,-0.172912531,0.3339750244,0.7944917825,1.6302361686,-0.9861627385,-0.9861627385,2.2553557004,-0.1181573332,0.1434618973,0.535421392,0.7195371794,0.3961455918,0.12325801,-0.4949578312,0.7060174943
