,acc,auc,modalities,y_pred_all,y_true_all
0,0.7052631578947368,0.689149560117302,"EEG-Stim,EEG-Cue,Pupil,HR","[ 0.58599233  0.67780061  0.64255434  0.63522319  0.60792009  0.67389178
  0.67767192  0.70226666  0.53011049  0.49495044  0.5055436   0.51594257
  0.52069956  0.50300576  0.51058498  0.52537853  0.50135935  0.50954311
  0.46497761  0.48220196  0.54701218  0.55906386  0.58152028  0.55313434
  0.45747824  0.54487127  0.40383055  0.35275236  0.2922898   0.34901955
  0.76736948  0.35697134  0.76137243  0.60057922  0.62740044  0.38096729
  0.75268563  0.47323231  0.70420798  0.59809299  0.606688    0.56939286
  0.56091196  0.68067736  0.51892529  0.5113778   0.5942154   0.60100551
  0.41127257  0.38500322  0.59427734  0.57111891  0.54417089  0.465823
  0.50629806  0.45666413  0.43624347  0.29757058  0.42054498  0.56854541
  0.64346825  0.55933237  0.61290233  0.67206387  0.61760072  0.57654969
  0.53363057  0.51620658  0.49582943  0.49368475  0.49635516  0.4954466
  0.49564326  0.49093276  0.49546866  0.49255798  0.49293924  0.49751968
  0.49744509  0.4975684   0.49674895  0.49941304  0.49912206  0.49609902
  0.49489657  0.49609863  0.50239768  0.50002973  0.50281638  0.50555979
  0.49897353  0.50572035  0.50326629  0.50196075  0.50127202]","[0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1
 0 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1 0
 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 0]"
1,0.8404255319148937,0.8410526315789473,"EEG-Stim,EEG-Cue,Pupil,HR","[ 0.7464245   0.79320842  0.6332279   0.75406673  0.75002503  0.8657765
  0.61585844  0.61270301  0.30732697  0.68405608  0.2593699   0.69382588
  0.47827246  0.56122522  0.70732144  0.60420945  0.63411666  0.77087966
  0.41698602  0.10922937  0.88018304  0.81697013  0.49526141  0.38645592
  0.75578056  0.70791216  0.59282535  0.41851062  0.44866681  0.37526752
  0.63104001  0.32952229  0.62146045  0.45813804  0.82469161  0.50244175
  0.62395891  0.04150839  0.22669231  0.11109493  0.58016505  0.64429976
  0.68292744  0.6665241   0.71198265  0.71524618  0.74733194  0.66036718
  0.28075188  0.65745189  0.5716596   0.73964768  0.68010848  0.61084127
  0.38155124  0.61260558  0.19021713  0.20836808  0.70417092  0.62999241
  0.93328475  0.71812823  0.88123615  0.84993392  0.79653306  0.87757632
  0.30905974  0.61636457  0.63658015  0.8121179   0.32086021  0.68105521
  0.68661026  0.11842652  0.08157637  0.22617658  0.44716108  0.57481516
  0.52087947  0.3595596   0.6972204   0.63894753  0.63341971  0.10603248
  0.1728277   0.85165938  0.87599105  0.71125278  0.78651662  0.73417991
  0.62688017  0.62755886  0.80738444  0.95742695]","[1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0
 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 0]"
2,0.7857142857142857,0.7961876832844574,"EEG-Stim,EEG-Cue,Pupil,HR","[ 0.35591052  0.38348218  0.33393083  0.36161519  0.37423491  0.26754587
  0.21275641  0.34816788  0.29237861  0.97829295  0.54873144  0.85866635
  0.96865737  0.97140453  0.78267249  0.54680334  0.8465041   0.55920378
  0.50287738  0.50290311  0.50089621  0.50162648  0.50356539  0.50424439
  0.50118631  0.49940339  0.49911839  0.65971688  0.89510807  0.56073275
  0.35127331  0.54891573  0.71448904  0.5989811   0.36747488  0.21940094
  0.5437835   0.79672659  0.83381537  0.86239419  0.81338282  0.4765745
  0.56025948  0.06683312  0.64836387  0.86432781  0.62101588  0.84408364
  0.82510091  0.80935615  0.77325261  0.63398732  0.6122738   0.47283534
  0.61863161  0.53569284  0.57584816  0.52567434  0.52401679  0.42686877
  0.41836222  0.439058    0.39046905  0.48237639  0.36634982  0.3254541
  0.3704721   0.2900623   0.81353621  0.56375277  0.57603834  0.3599871
  0.47161517  0.68124022  0.17910257  0.10773505  0.54778684  0.56614062
  0.56230005  0.54122182  0.54396825  0.6729977   0.46701892  0.3749125 ]","[1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1
 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 0
 0 0 1 1 1 1 1 1 0 0]"
3,0.8059701492537313,0.8117647058823529,"EEG-Stim,EEG-Cue,Pupil,HR","[ 0.40049478  0.90387895  0.79494473  0.63026265  0.01860176  0.0527524
  0.62161282  0.88529501  0.7618913   0.55327607  0.64798347  0.80467798
  0.57853235  0.07998295  0.91603233  0.97182487  0.9701389   0.01803051
  0.99986428  0.66872658  0.98855117  0.63337363  0.7112149   0.97618816
  0.54688683  0.92175623  0.96403183  0.03804584  0.79471526  0.84560494
  0.29476551  0.79592239  0.02927624  0.62547331  0.11000232  0.22388247
  0.49080507  0.31211659  0.84031729  0.03074024  0.23417575  0.23286445
  0.77388264  0.37395151  0.52608472  0.2780263   0.04777987  0.05185626
  0.14100492  0.99999719  0.99821459  0.99895484  0.99997935  0.76927599
  0.93770546  0.82031473  0.39362396  0.98433947  0.99431205  0.03160153
  0.05654044  0.84163572  0.95665462  0.9553768   0.60338932  0.9791999
  0.3412685 ]","[1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1
 1 1 0 0 0 1 1 1 1 0 0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 1 1 1 1 0]"
4,0.6181818181818182,0.7857142857142857,"EEG-Stim,EEG-Cue,Pupil,HR","[ 0.5006761   0.50024882  0.50018458  0.49956021  0.4992266   0.49994307
  0.52207116  0.52041955  0.46175632  0.47406435  0.50883346  0.42042986
  0.50074234  0.49975554  0.50035533  0.49970263  0.50097921  0.50041918
  0.50999678  0.50504835  0.50321898  0.50472536  0.50602987  0.50487926
  0.47448468  0.55305411  0.44223444  0.49328194  0.51520524  0.44314063
  0.49659841  0.49684243  0.49592876  0.49731403  0.49702401  0.32893344
  0.44612204  0.45206797  0.18739532  0.377982    0.501261    0.50068963
  0.49983675  0.50079644  0.49929005  0.50129793  0.49447063  0.50466924
  0.50389528  0.50047306  0.49951757  0.50022787  0.50173655  0.50033165
  0.49935699]","[1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1
 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1]"
0,0.7052631578947368,0.696236559139785,"EEG-Stim,EEG-Cue","[ 0.52241317  0.53997636  0.53718321  0.53025589  0.52260798  0.53830588
  0.53866308  0.54841881  0.5111398   0.50598261  0.50880726  0.5183062
  0.52148492  0.50751333  0.50912198  0.52428925  0.50187103  0.50702099
  0.46483011  0.48027409  0.50006479  0.51057256  0.50653131  0.50266414
  0.48549906  0.50379068  0.4785397   0.46637545  0.45519046  0.46424148
  0.57730534  0.47849859  0.53666829  0.46016407  0.53578297  0.46277539
  0.59003644  0.43674698  0.55408557  0.49093163  0.51663609  0.51759764
  0.51478487  0.53412747  0.50561434  0.50757466  0.51698019  0.51744768
  0.48479492  0.47743323  0.50338027  0.50187825  0.50097134  0.4995458
  0.50043483  0.49954778  0.49820225  0.49519826  0.49706196  0.50298281
  0.50431524  0.5020903   0.50402325  0.50504425  0.50383923  0.50298769
  0.5022551   0.50142308  0.4961713   0.49369841  0.49608326  0.49598781
  0.49573733  0.49062817  0.49504224  0.49184342  0.49269473  0.4974497
  0.49734856  0.49749185  0.49683405  0.49952423  0.49909185  0.49596892
  0.49524456  0.49632795  0.51520026  0.49923486  0.52114452  0.53802178
  0.49070022  0.53945141  0.52238568  0.51498182  0.50715739]","[0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1
 0 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1 0
 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 0]"
1,0.8723404255319149,0.8610526315789473,"EEG-Stim,EEG-Cue","[ 0.75823577  0.82361715  0.62834351  0.77825891  0.73790489  0.89030239
  0.63749104  0.56985089  0.29263629  0.63631883  0.17745563  0.91720215
  0.70979003  0.87164393  0.93987951  0.87401842  0.83802534  0.94105169
  0.61240823  0.06732128  0.84940872  0.7864272   0.54578168  0.3644619
  0.75669696  0.71318083  0.59563297  0.40389016  0.45239463  0.35291393
  0.59321184  0.34714149  0.63799236  0.41260888  0.78290232  0.50432543
  0.62890918  0.03861279  0.24645717  0.10379342  0.60299149  0.66783754
  0.82779363  0.61791836  0.77045551  0.66863123  0.79548917  0.70454064
  0.28933913  0.69242062  0.54726776  0.73211607  0.73202522  0.59536058
  0.38779223  0.70086364  0.16515013  0.17890842  0.65003295  0.64819164
  0.89797736  0.68404128  0.87097079  0.81034025  0.80216644  0.86470875
  0.28537051  0.67009205  0.67748999  0.80552862  0.3927886   0.61818854
  0.71824367  0.16954156  0.3604499   0.23401682  0.45837877  0.60654353
  0.52554917  0.28681236  0.63224318  0.67515941  0.5919591   0.11922515
  0.18080686  0.82382361  0.85743591  0.66594319  0.79946788  0.70446392
  0.62072058  0.63409955  0.81290696  0.95546241]","[1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0
 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 0]"
2,0.7976190476190477,0.8042521994134897,"EEG-Stim,EEG-Cue","[ 0.29317976  0.37660648  0.33432014  0.34389233  0.23679626  0.1299387
  0.08343447  0.23172704  0.09815686  0.80985083  0.67317852  0.7407606
  0.90217854  0.82812652  0.61332961  0.57514787  0.65195788  0.59898523
  0.14218635  0.83962932  0.94657713  0.72966184  0.54948382  0.96568174
  0.99269631  0.41112805  0.04766712  0.59098481  0.87747866  0.57909157
  0.47859037  0.56684026  0.75807067  0.54450673  0.60979309  0.34790771
  0.6332153   0.78948576  0.8280111   0.85750033  0.77285342  0.5710162
  0.49166775  0.04855475  0.79431528  0.98164977  0.52396292  0.96943829
  0.90779104  0.79762778  0.95603967  0.80479445  0.57673827  0.53239354
  0.83553786  0.55497439  0.78980868  0.48348152  0.67504374  0.3806037
  0.32098302  0.26616453  0.29319908  0.57479916  0.2407983   0.2070174
  0.28648106  0.24313901  0.98215078  0.9186135   0.94989262  0.3569875
  0.38926018  0.93157003  0.06925557  0.01502464  0.59830197  0.7096264
  0.68948226  0.68870928  0.69593561  0.89476839  0.45206653  0.23482381]","[1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1
 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 0
 0 0 1 1 1 1 1 1 0 0]"
3,0.8805970149253731,0.8811764705882352,"EEG-Stim,EEG-Cue","[  5.33211257e-01   7.40727302e-01   6.39201461e-01   5.80827176e-01
   8.13022839e-02   1.90706198e-01   2.81533054e-01   9.99709768e-01
   9.19452530e-01   6.74349885e-01   9.69259179e-01   9.98208716e-01
   9.28544865e-01   6.32910629e-04   7.34262607e-01   9.84592624e-01
   9.61527562e-01   2.87255009e-02   9.99886941e-01   6.12181754e-01
   9.92787314e-01   5.55325831e-01   7.49782330e-01   9.93499156e-01
   7.52831784e-01   9.28723441e-01   9.70938312e-01   6.14578151e-02
   6.32715089e-01   8.86642503e-01   2.94369333e-01   7.60314470e-01
   4.68322648e-02   8.21948308e-01   6.98619443e-02   2.02121940e-02
   7.06517299e-01   5.68321058e-01   9.96410741e-01   4.10365455e-05
   7.74333334e-02   7.98623029e-02   7.60838818e-01   3.68948380e-01
   5.38137602e-01   2.74801445e-01   5.92754698e-02   4.62340794e-02
   1.61040289e-01   9.99992300e-01   9.98626585e-01   9.99877469e-01
   9.99999378e-01   5.48212426e-01   8.52890746e-01   5.19453268e-01
   5.14647020e-01   7.56089962e-01   8.65341498e-01   1.56781952e-01
   4.42752817e-01   8.24530373e-01   9.55012452e-01   9.69709138e-01
   6.68983951e-01   9.79831745e-01   2.85716524e-01]","[1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1
 1 1 0 0 0 1 1 1 1 0 0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 1 1 1 1 0]"
4,0.6181818181818182,0.7857142857142857,"EEG-Stim,EEG-Cue","[ 0.50091075  0.50023231  0.50044584  0.49963328  0.49958298  0.49977079
  0.5036473   0.50372112  0.49515999  0.49888581  0.50259076  0.48813477
  0.506297    0.49812373  0.50379577  0.49843212  0.50471561  0.50384216
  0.51016481  0.50514442  0.50293917  0.50607598  0.50707082  0.50547694
  0.49866262  0.50858156  0.49205193  0.49994646  0.5019601   0.49009148
  0.0910298   0.24293733  0.03644722  0.34739674  0.26584391  0.49785084
  0.49836407  0.49762523  0.49646128  0.49733395  0.54166581  0.54762615
  0.51477681  0.55223186  0.4605616   0.50027345  0.4993446   0.5005969
  0.50061099  0.49986606  0.4870588   0.5143163   0.57752065  0.52483238
  0.47412848]","[1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1
 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1]"
0,0.5684210526315789,0.4496578690127077,Pupil,"[ 0.52295331  0.6536937   0.45936325  0.78501319  0.98835493  0.37287736
  0.79859189  0.01205739  0.22705786  0.52318688  0.56938878  0.77146897
  0.59991389  0.58403785  0.79220009  0.68186807  0.59894114  0.66117385
  0.78255839  0.56412935  0.58316013  0.46440082  0.72586393  0.72579876
  0.6321914   0.70023345  0.53571511  0.6132975   0.73260302  0.82353371
  0.70150123  0.44281636  0.89080045  0.92912847  0.63712193  0.50563157
  0.42943698  0.62032461  0.62509543  0.68153944  0.79024633  0.4243397
  0.6498943   0.69553051  0.72750699  0.58055087  0.5740512   0.77777009
  0.67289162  0.62407557  0.71917504  0.7390595   0.64862233  0.4364222
  0.50672012  0.74776493  0.71364098  0.61287822  0.88248686  0.5147844
  0.68628671  0.66369727  0.65345746  0.84948074  0.55466408  0.71945032
  0.64106275  0.5628933   0.55941942  0.82801919  0.78093359  0.60117856
  0.73526479  0.64370106  0.78403129  0.83583213  0.8057036   0.57493558
  0.82558273  0.81580647  0.72299734  0.58842288  0.71012986  0.591039
  0.49797867  0.61596284  0.50270236  0.50098995  0.49949967  0.50292091
  0.50254353  0.50295576  0.50142279  0.49945042  0.50431697]","[0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1
 0 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1 0
 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 0]"
1,0.7553191489361702,0.5519298245614035,Pupil,"[ 0.53279242  0.52767763  0.54363555  0.52337273  0.54605064  0.50438356
  0.53709833  0.55475543  0.53169718  0.5474185   0.49660622  0.50849682
  0.49875405  0.50298961  0.49452405  0.50360708  0.50168473  0.50621544
  0.50267702  0.49783894  0.5127566   0.51286     0.50150599  0.50609807
  0.50500306  0.50707825  0.50489302  0.50886387  0.50424131  0.50874247
  0.5446739   0.54320323  0.510449    0.55539571  0.54659543  0.54045082
  0.53255563  0.54224672  0.5103988   0.53052799  0.5014018   0.50098629
  0.49936065  0.5010467   0.50005184  0.50099812  0.49917512  0.50007391
  0.50031137  0.50246092  0.5082091   0.51162937  0.49667699  0.50830897
  0.50349901  0.49399255  0.50839769  0.5060839   0.50909492  0.50202749
  0.51654704  0.51131021  0.50721108  0.51097761  0.50514332  0.50867152
  0.50431267  0.71898253  0.69655072  0.80848747  0.65666329  0.85158574
  0.70805434  0.61790625  0.11986599  0.74292961  0.50042323  0.49965911
  0.50067944  0.50149396  0.50207055  0.50012853  0.50129559  0.49986352
  0.49999602  0.51319999  0.50721471  0.51113004  0.50632744  0.50944378
  0.50458436  0.50312936  0.50593188  0.5059647 ]","[1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0
 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 0]"
2,0.7261904761904762,0.6678885630498533,Pupil,"[ 0.50815344  0.50518107  0.49921315  0.50510807  0.51416242  0.49669316
  0.49039598  0.50818415  0.51203652  0.50325963  0.49853874  0.50519876
  0.50094207  0.50743884  0.5057189   0.49813082  0.5010469   0.50171523
  0.51770092  0.50521043  0.48497725  0.49876143  0.5137356   0.50990452
  0.470109    0.48319878  0.49847163  0.50120613  0.50089174  0.50027931
  0.49913827  0.50003497  0.49994472  0.50083849  0.49825038  0.4986552
  0.49972696  0.50058857  0.50176217  0.50076949  0.50117526  0.49969746
  0.50055987  0.50056372  0.50024765  0.50042638  0.50143185  0.50116083
  0.50095438  0.50217154  0.50009699  0.49998267  0.62149801  0.48856342
  0.54361175  0.56001206  0.5445699   0.55454651  0.51665597  0.47496968
  0.50098704  0.50128243  0.50068037  0.50072321  0.50024185  0.49993789
  0.50059426  0.49891622  0.5057143   0.5006229   0.49459783  0.50245619
  0.50837032  0.50784579  0.4966758   0.50453783  0.50107448  0.50074527
  0.50116162  0.50057307  0.50040825  0.50169317  0.4998105   0.49925934]","[1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1
 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 0
 0 0 1 1 1 1 1 1 0 0]"
3,0.6865671641791045,0.5570588235294117,Pupil,"[ 0.49495228  0.50362452  0.49963538  0.50183355  0.50214047  0.49539256
  0.51885108  0.50217774  0.50557765  0.5042107   0.50296765  0.50609921
  0.50224918  0.50272298  0.51182563  0.50374078  0.50196427  0.50155052
  0.50336544  0.50186655  0.50287748  0.50106054  0.50022576  0.49963443
  0.49946801  0.50007807  0.50021406  0.49942795  0.99561204  0.4871353
  0.95508907  0.7134855   0.77325934  0.84283389  0.96806555  0.50637614
  0.50405875  0.50342852  0.50282439  0.49993483  0.50354929  0.50355845
  0.5004106   0.49999553  0.5003956   0.5004458   0.49979746  0.50043343
  0.50005363  0.50656096  0.49991463  0.50149896  0.49923209  0.5008919
  0.50843658  0.50065186  0.50027721  0.50036761  0.50019952  0.50047584
  0.49970858  0.49952954  0.50267414  0.50585601  0.50273654  0.50368239
  0.50586287]","[1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1
 1 1 0 0 0 1 1 1 1 0 0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 1 1 1 1 0]"
4,0.8363636363636363,0.46938775510204084,Pupil,"[ 0.50039971  0.50046833  0.50024416  0.50045295  0.50018875  0.50053977
  0.81348438  0.8304777   0.81406738  0.67989894  0.74719854  0.80302552
  0.63852645  0.63383988  0.62174212  0.61120934  0.67979727  0.61732833
  0.97646616  0.99264126  0.9955776   0.41652454  0.07422951  0.81522503
  0.50775567  0.99991081  0.67993793  0.99245674  0.62663599  0.99113687
  0.97637097  0.92195875  0.97211907  0.96303454  0.94634166  0.64179708
  0.66215904  0.62277206  0.63705416  0.66109138  0.99999988  0.54196886
  0.18941739  0.73027206  0.99635006  0.50041433  0.50038081  0.50051072
  0.50043118  0.50067819  0.50310417  0.50342752  0.50437897  0.50291586
  0.50354767]","[1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1
 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1]"
0,0.6842105263157895,0.6659335288367546,EEG-Stim,"[ 0.55264364  0.63587531  0.62139872  0.57856135  0.54475217  0.65560032
  0.65332147  0.6787042   0.5353437   0.50628065  0.50949543  0.51634925
  0.50665197  0.50452427  0.50476989  0.51720098  0.50794152  0.50551721
  0.47545518  0.49456931  0.5006093   0.50147251  0.50142152  0.50029745
  0.49876808  0.49978515  0.49963434  0.49744797  0.49811315  0.49873505
  0.50046175  0.498803    0.49911408  0.49876478  0.49946979  0.4982569
  0.50089774  0.49782861  0.50149675  0.50028813  0.5098742   0.51252572
  0.50510188  0.5171241   0.50614267  0.49673609  0.51237223  0.50565424
  0.50231153  0.48807713  0.51436013  0.50703986  0.50748904  0.50491607
  0.49598924  0.4937844   0.49716424  0.47278621  0.49487414  0.50422842
  0.51793484  0.51486577  0.50399193  0.53046229  0.51539052  0.514551
  0.52029059  0.50735792  0.46545278  0.35733603  0.49384983  0.40852295
  0.44770957  0.27623016  0.3892913   0.35947155  0.36274976  0.48162548
  0.43560293  0.45021968  0.45426925  0.51220711  0.51216151  0.34016756
  0.50651622  0.42200839  0.55849162  0.47434695  0.58457414  0.62778196
  0.52932195  0.57840727  0.53673504  0.55030225  0.51217043]","[0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1
 0 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1 0
 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 0]"
1,0.7021276595744681,0.7347368421052632,EEG-Stim,"[ 0.50012979  0.5010601   0.50127441  0.50071918  0.50000338  0.50258831
  0.50054166  0.50037145  0.49987574  0.5014525   0.49648175  0.51186128
  0.49667619  0.4986778   0.50822467  0.50427738  0.50618573  0.50704233
  0.50417485  0.49912752  0.50110693  0.5002305   0.49966976  0.49925574
  0.50056882  0.50151795  0.50033458  0.49992682  0.49972495  0.49993466
  0.39797177  0.42210206  0.5086905   0.47367188  0.54845936  0.51449223
  0.49983808  0.46898876  0.45663829  0.41814883  0.50164943  0.50131894
  0.50193542  0.50123469  0.50101924  0.50056015  0.50120849  0.50100589
  0.50033525  0.50272866  0.50109785  0.50218682  0.50124525  0.5079542
  0.49867965  0.49960239  0.49939344  0.4896523   0.50865512  0.53169509
  0.59488799  0.54546817  0.54494728  0.58170288  0.60088899  0.5512798
  0.55407146  0.49941597  0.49935355  0.50089198  0.49843997  0.49891782
  0.49967173  0.49918217  0.4995005   0.49804614  0.4926502   0.49296082
  0.49825175  0.49115495  0.49684691  0.49499064  0.49687154  0.49135812
  0.49082546  0.50061135  0.50065492  0.50034515  0.50123187  0.49891968
  0.5007439   0.50081535  0.50055713  0.50048654]","[1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1
 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0
 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 0]"
2,0.7619047619047619,0.7067448680351907,EEG-Stim,"[  3.89055308e-01   4.05594173e-01   3.70143233e-01   3.86537832e-01
   2.38495828e-01   1.69956275e-01   2.36667997e-01   3.13631526e-01
   2.03204760e-01   6.11817141e-01   8.34269619e-01   6.22350656e-01
   6.21259423e-01   8.28859122e-01   8.31562840e-01   6.93288612e-01
   6.85861878e-01   6.21850931e-01   2.52107844e-03   9.99998623e-01
   1.00000000e+00   1.41338029e-04   1.00000000e+00   1.00000000e+00
   1.00000000e+00   1.12046659e-04   1.90419324e-03   5.25462783e-01
   6.51286979e-01   5.69258121e-01   5.17454182e-01   6.70562525e-01
   7.14759920e-01   7.03549122e-01   6.76583812e-01   5.20823164e-01
   9.87472350e-01   1.00000000e+00   1.00000000e+00   1.00000000e+00
   1.00000000e+00   1.00000000e+00   9.99999994e-01   7.00943072e-37
   9.22221949e-01   9.68271824e-01   9.07108542e-01   9.41810853e-01
   8.30008266e-01   9.53579661e-01   9.88795631e-01   8.02623182e-01
   4.61751448e-01   7.54453852e-01   7.70652473e-01   5.85588357e-01
   7.97488420e-01   5.36029219e-01   7.44304354e-01   4.44116720e-01
   8.06488927e-01   1.75221919e-01   4.93389214e-01   5.59632556e-01
   1.13876202e-02   5.98848232e-02   6.86297678e-02   7.86531090e-01
   9.62906587e-01   8.62228882e-01   8.77934710e-01   6.43947943e-01
   3.59003927e-01   5.63623499e-01   6.21841928e-01   1.69286410e-01
   5.15853202e-01   5.02125650e-01   5.04308726e-01   5.41109934e-01
   5.15426217e-01   5.94352415e-01   5.04856816e-01   4.55819021e-01]","[1 1 1 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1
 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 0 0 0 0 1 1 1 1 1 0
 0 0 1 1 1 1 1 1 0 0]"
3,0.8208955223880597,0.8411764705882352,EEG-Stim,"[  5.48025825e-01   7.55902918e-01   6.78409249e-01   5.12625968e-01
   3.12482531e-01   4.78754440e-01   5.50112374e-01   5.54045630e-01
   5.10075502e-01   5.13458234e-01   5.04699741e-01   5.20520376e-01
   5.35030589e-01   3.96553571e-01   4.52009427e-01   4.93904069e-01
   6.37238583e-01   6.10120198e-01   8.28760200e-01   4.47677569e-01
   7.95025522e-01   6.73168355e-01   4.91866903e-01   8.83704383e-01
   6.45966472e-01   6.23604054e-01   8.15627913e-01   4.02738751e-01
   6.57153676e-01   7.58463500e-01   6.49076885e-01   4.12550678e-01
   5.70783019e-01   4.96899553e-01   3.07673239e-01   1.13476522e-01
   5.78332946e-01   6.00350849e-01   8.25210854e-01   1.73336042e-01
   5.87400135e-01   4.11380727e-01   9.98109879e-01   6.76765143e-01
   9.94207035e-01   2.25366309e-02   6.09354436e-05   1.11073980e-03
   6.81837011e-02   5.13834341e-01   5.14951259e-01   4.99634275e-01
   5.00878393e-01   4.89667156e-01   4.91157483e-01   4.18993073e-01
   6.02655913e-01   7.96604487e-01   7.55897973e-01   3.58726529e-01
   2.41733825e-01   6.14336372e-01   6.75346195e-01   8.04088108e-01
   5.06011929e-01   8.39693695e-01   3.76846755e-01]","[1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1
 1 1 0 0 0 1 1 1 1 0 0 0 1 1 1 1 0 0 1 1 1 1 0 0 1 1 1 1 1 0]"
